iter	Logloss
164	0.4346780521
165	0.4343602721
166	0.4338315022
167	0.433399508
168	0.4330353258
169	0.4324979661
170	0.4321765603
171	0.4316434739
172	0.4314488002
173	0.4310907906
174	0.430733299
175	0.430377016
176	0.430186184
177	0.4295087974
178	0.4289146326
179	0.4284688688
180	0.4279627173
181	0.427504263
182	0.4270062696
183	0.4264728379
184	0.4260697641
185	0.4255438431
186	0.4252340055
187	0.4248329173
188	0.4243043632
189	0.4238447866
190	0.4233781742
191	0.4229191587
192	0.4223512814
193	0.4219149707
194	0.4213680715
195	0.4209921053
196	0.420425264
197	0.4201096854
198	0.4197597477
199	0.4192368482
200	0.4187403656
201	0.4183633634
202	0.41780304
203	0.4172781549
204	0.4168358874
205	0.4164094615
206	0.4159978411
207	0.4156247237
208	0.4152767284
209	0.4149184598
210	0.4145358462
211	0.4142136634
212	0.4139676236
213	0.4136246353
214	0.4130855059
215	0.4127195971
216	0.4124794708
217	0.4121472306
218	0.4118929462
219	0.4116015401
220	0.4112929111
221	0.4108915208
222	0.4106309775
223	0.4103307657
224	0.4099477636
225	0.4096380986
226	0.4089815175
227	0.4086161698
228	0.4084287047
229	0.4080525659
230	0.407757059
231	0.407351309
232	0.4070048676
233	0.4066394336
234	0.4063957247
235	0.4060736283
236	0.4055948001
237	0.4052353661
238	0.4048156307
239	0.4046030867
240	0.404369392
241	0.4038778302
242	0.4033301109
243	0.4031375092
244	0.4026762492
245	0.4022506865
246	0.4020415526
247	0.4016146087
248	0.4011417804
249	0.4008761437
250	0.4004309842
251	0.4002513319
252	0.3998246038
253	0.3994587813
254	0.3990944696
255	0.3986457274
256	0.3983514292
257	0.3979040683
258	0.3977100853
259	0.3974599015
260	0.39704431
261	0.3968636649
262	0.3964665911
263	0.3961646958
264	0.3958911599
265	0.3955916387
266	0.3953173258
267	0.3949309569
268	0.3946347594
269	0.3944337405
270	0.394153255
271	0.3936876354
272	0.393356129
273	0.3931760019
274	0.3930495719
275	0.3929466237
276	0.3925412622
277	0.3922364317
278	0.3919784352
279	0.3913772777
280	0.390714265
281	0.3902039697
282	0.3898189388
283	0.3894704687
284	0.3892167886
285	0.3890571648
286	0.388711673
287	0.3883995045
288	0.3882603409
289	0.3880644155
290	0.3876404068
291	0.3873209866
292	0.3871699958
293	0.3868727192
294	0.3866540027
295	0.3864291999
296	0.3861592467
297	0.3858557543
298	0.3855859306
299	0.3853802931
300	0.3850021254
301	0.3846500294
302	0.3845116428
303	0.3841494893
304	0.3838485437
305	0.383667208
306	0.3834753832
307	0.3831729268
308	0.3830097636
309	0.3828315789
310	0.3825848052
311	0.3822929674
312	0.3819956908
313	0.3817036803
314	0.381621667
315	0.3814647626
316	0.3809036622
317	0.3806460541
318	0.3802799295
319	0.3799243371
320	0.3797089012
321	0.3795090045
322	0.3793081151
323	0.3791272111
324	0.3788061938
325	0.378602585
326	0.3782438416
327	0.3779828235
328	0.377768294
329	0.3775714621
330	0.3773582275
331	0.3771014827
332	0.3768482343
333	0.376621187
334	0.3765191452
335	0.3762551487
336	0.3760455832
337	0.3757543496
338	0.3756810988
339	0.3752681835
340	0.3749590797
341	0.374715457
342	0.3744195617
343	0.3741689895
344	0.3738064908
345	0.3735995151
346	0.3734708406
347	0.3732831164
348	0.3727638428
349	0.372527515
350	0.3722864823
351	0.3719690045
352	0.3717694532
353	0.37148668
354	0.3711531017
355	0.3707998403
356	0.3704311689
357	0.3701951001
358	0.3700504546
359	0.3697287898
360	0.3696243308
361	0.3692969251
362	0.369143517
363	0.3688848299
364	0.3684451954
365	0.3682701618
366	0.3679349001
367	0.3677824849
368	0.3675313515
369	0.3671799893
370	0.3669415464
371	0.3667835198
372	0.3666318815
373	0.3664443732
374	0.3660226954
375	0.3657480372
376	0.3652430511
377	0.3650272267
378	0.3647816616
379	0.3646437066
380	0.3644242563
381	0.3642186188
382	0.3639669243
383	0.3633997808
384	0.3631129501
385	0.3628574571
386	0.3627112144
387	0.3620981003
388	0.3617689465
389	0.3616254232
390	0.3614063398
391	0.3609803886
392	0.3605695668
393	0.3602393769
394	0.3599894306
395	0.3595085522
396	0.3592950586
397	0.3589568401
398	0.3588147413
399	0.3586388659
400	0.3583943153
401	0.358206958
402	0.3579465658
403	0.3576826989
404	0.3574744067
405	0.3573913574
406	0.3571147136
407	0.3569181839
408	0.3567150715
409	0.3564771682
410	0.3563458174
411	0.3561296045
412	0.355784976
413	0.3554505128
414	0.3552601772
415	0.355043619
416	0.3549019086
417	0.3544921443
418	0.3541616739
419	0.3537274999
420	0.3534488057
421	0.3532928942
422	0.3530865228
423	0.3529300932
424	0.3527218658
425	0.3525499401
426	0.3524616031
427	0.352363921
428	0.3521416218
429	0.3520382418
430	0.3519291426
431	0.3517547564
432	0.351522443
433	0.3513727256
434	0.3511694405
435	0.3507752587
436	0.3504624859
437	0.3503159411
438	0.3501709071
439	0.3498908101
440	0.349817214
441	0.3495267574
442	0.3494012123
443	0.3492140709
444	0.3489912969
445	0.3486491072
446	0.3485137853
447	0.3483130902
448	0.347882024
449	0.3476830986
450	0.3473037655
451	0.3470704808
452	0.3466249328
453	0.346463863
454	0.3461453061
455	0.3458763025
456	0.3453774243
457	0.3450801477
458	0.3448819561
459	0.3447939429
460	0.3447117354
461	0.3443745096
462	0.3442124255
463	0.3439280983
464	0.3436899145
465	0.3432967902
466	0.3429623486
467	0.3427722289
468	0.3424497871
469	0.3423321197
470	0.3419979586
471	0.341552907
472	0.3413969307
473	0.3412750115
474	0.3412266668
475	0.3409171314
476	0.3407741261
477	0.3405018419
478	0.3402004862
479	0.3400772289
480	0.3396899751
481	0.339314829
482	0.3391647231
483	0.3390023584
484	0.3387726564
485	0.338494545
486	0.3383462736
487	0.3379669837
488	0.337846381
489	0.3376857644
490	0.3374690335
491	0.3374010488
492	0.3371172181
493	0.3369013073
494	0.3368236752
495	0.3367337627
496	0.3366155341
497	0.3362573303
498	0.3360702752
499	0.3358098183
