Accuracy,Precision,Recall,F1-Score,Balanced_Acc,MCC,Cohen Kappa,ROC-AUC,Avg_Precision,Brier,Feature Set,N Features
0.6035825545171339,0.6019232874034071,0.6035825545171339,0.6026215087324107,0.592896174863388,0.18669559081292875,0.18660951641327395,0.6199422574129834,0.5303077400314248,0.23834915459156036,Strict Boruta-Confirmed,16
0.6222741433021807,0.6288353834524464,0.6222741433021807,0.62406597022855,0.6214378647633917,0.24057672709581493,0.2393996687625497,0.6377049180327868,0.5388763301617825,0.23808149993419647,Multi-Criteria Consensus,16
